Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
Vietnam (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,51
Vietnam (country of birth),2016,Personal weekly income - detailed,Not stated,16,56
Vietnam (country of birth),2016,Personal weekly income - detailed,Not applicable,17,38
Vietnam (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,1083
Vietnam (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,558
Vietnam (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,166
Vietnam (country of birth),2016,Personal weekly income - overview,Not stated,4,56
Vietnam (country of birth),2016,Personal weekly income - overview,Not applicable,5,38
Vietnam (country of birth),2016,Household composition,One family household with only family members present,1,945
Vietnam (country of birth),2016,Household composition,One family household with non-family members present,2,150
Vietnam (country of birth),2016,Household composition,Two family household,3,31
Vietnam (country of birth),2016,Household composition,Three or more family household,4,0
Vietnam (country of birth),2016,Household composition,Lone person household,5,300
Vietnam (country of birth),2016,Household composition,Group household,6,354
Vietnam (country of birth),2016,Household composition,Visitors only,7,24
Vietnam (country of birth),2016,Household composition,Other non-classifiable,8,4
Vietnam (country of birth),2016,Household composition,Not applicable,9,133
Vietnam (country of birth),2016,Household composition,Family household,1,1126
Vietnam (country of birth),2016,Household composition,Lone person household,2,300
Vietnam (country of birth),2016,Household composition,Group household,3,354
Vietnam (country of birth),2016,Household composition,Visitors only,4,24
Vietnam (country of birth),2016,Household composition,Other non-classifiable,5,4
Vietnam (country of birth),2016,Household composition,Not applicable,6,133
Vietnam (country of birth),2016,Housing type,Separate house,1,84
Vietnam (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,77
Vietnam (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,306
Vietnam (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,39
Vietnam (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,100
Vietnam (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,1180
Vietnam (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Vietnam (country of birth),2016,Housing type,Caravan,8,0
Vietnam (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Vietnam (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Vietnam (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,0
Vietnam (country of birth),2016,Housing type,Not stated,12,14
Vietnam (country of birth),2016,Housing type,Not applicable,13,133
Vietnam (country of birth),2016,Housing tenure,Owned outright,1,217
Vietnam (country of birth),2016,Housing tenure,Owned with a mortgage,2,311
Vietnam (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,4
Vietnam (country of birth),2016,Housing tenure,Rented,4,1180
Vietnam (country of birth),2016,Housing tenure,Being occupied rent-free,5,17
Vietnam (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,7
Vietnam (country of birth),2016,Housing tenure,Not stated,8,57
Vietnam (country of birth),2016,Housing tenure,Not applicable,9,133
Thailand (country of birth),2016,Age,0-4 years,1,11
Thailand (country of birth),2016,Age,5-14 years,2,13
Thailand (country of birth),2016,Age,15-19 years,3,85
Thailand (country of birth),2016,Age,20-24 years,4,416
Thailand (country of birth),2016,Age,25-29 years,5,568
Thailand (country of birth),2016,Age,30-34 years,6,346
Thailand (country of birth),2016,Age,35-39 years,7,182
Thailand (country of birth),2016,Age,40-44 years,8,57
Thailand (country of birth),2016,Age,45-49 years,9,34
Thailand (country of birth),2016,Age,50-54 years,10,19
Thailand (country of birth),2016,Age,55-59 years,11,10
Thailand (country of birth),2016,Age,60-64 years,12,3
Thailand (country of birth),2016,Age,65+ years,13,4
Thailand (country of birth),2016,Proficiency in English,Speaks English only,1,170
Thailand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,300
Thailand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,906
Thailand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,345
Thailand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,6
Thailand (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,3
Thailand (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,8
Thailand (country of birth),2016,Educational institution attendance,Preschool,1,0
Thailand (country of birth),2016,Educational institution attendance,Infants/Primary,2,8
Thailand (country of birth),2016,Educational institution attendance,Secondary,3,26
Thailand (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,311
Thailand (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,400
Thailand (country of birth),2016,Educational institution attendance,Other,6,358
Thailand (country of birth),2016,Educational institution attendance,Not stated,7,49
Thailand (country of birth),2016,Educational institution attendance,Not applicable,8,582
Thailand (country of birth),2016,Level of education,Postgraduate Degree Level,1,199
Thailand (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,3
Thailand (country of birth),2016,Level of education,Bachelor Degree Level,3,818
Thailand (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,121
Thailand (country of birth),2016,Level of education,Certificate Level,5,81
Thailand (country of birth),2016,Level of education,Level of education inadequately described,6,7
Thailand (country of birth),2016,Level of education,Level of education not stated,7,73
Thailand (country of birth),2016,Level of education,Not applicable,8,441
Thailand (country of birth),2016,Religious affiliation,Buddhism,1,1483
Thailand (country of birth),2016,Religious affiliation,Christianity,3,68
Thailand (country of birth),2016,Religious affiliation,Hinduism,5,8
Thailand (country of birth),2016,Religious affiliation,Islam,4,19
Thailand (country of birth),2016,Religious affiliation,Judaism,7,0
Thailand (country of birth),2016,Religious affiliation,Other Religions,6,4
Thailand (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,2,132
Thailand (country of birth),2016,Religious affiliation,Inadequately described,8,3
Thailand (country of birth),2016,Religious affiliation,Not stated,9,37
Thailand (country of birth),2016,Year of arrival,Before 2000,1,103
Thailand (country of birth),2016,Year of arrival,2000-2005,2,131
Thailand (country of birth),2016,Year of arrival,2006-2010,3,273
Thailand (country of birth),2016,Year of arrival,2011-2015,4,774
Thailand (country of birth),2016,Year of arrival,Arrived 2016,5,246
Thailand (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,7
Thailand (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,1675
Thailand (country of birth),2016,Need for assistance with core activities,Not stated,3,54
Thailand (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,1614
Thailand (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,44
Thailand (country of birth),2016,Providing paid assistance,Not stated,3,55
Thailand (country of birth),2016,Providing paid assistance,Not applicable,4,23
Thailand (country of birth),2016,Providing child care,Did not provide child care,1,1602
Thailand (country of birth),2016,Providing child care,Provided child care,2,72
Thailand (country of birth),2016,Providing child care,Not stated,3,46
Thailand (country of birth),2016,Providing child care,Not applicable,4,23
Thailand (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,266
Thailand (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,634
Thailand (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,56
Thailand (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,26
Thailand (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,123
Thailand (country of birth),2016,Labour force status - detailed,Not in the labour force,6,591
Thailand (country of birth),2016,Labour force status - detailed,Not stated,7,24
Thailand (country of birth),2016,Labour force status - detailed,Not applicable,8,23
Thailand (country of birth),2016,Labour force status - overview,Employed,1,956
Thailand (country of birth),2016,Labour force status - overview,Unemployed,2,149
Thailand (country of birth),2016,Labour force status - overview,Not in the labour force,3,591
Thailand (country of birth),2016,Labour force status - overview,Not stated,4,24
Thailand (country of birth),2016,Labour force status - overview,Not applicable,5,23
Thailand (country of birth),2016,Occupation,Managers,6,53
Thailand (country of birth),2016,Occupation,Professionals,4,99
Thailand (country of birth),2016,Occupation,Technicians and Trades Workers,3,162
Thailand (country of birth),2016,Occupation,Community and Personal Service Workers,1,313
Thailand (country of birth),2016,Occupation,Clerical and Administrative Workers,5,54
Thailand (country of birth),2016,Occupation,Sales Workers,7,45
Thailand (country of birth),2016,Occupation,Machinery Operators and Drivers,8,9
Thailand (country of birth),2016,Occupation,Labourers,2,189
Thailand (country of birth),2016,Occupation,Inadequately described,9,12
Thailand (country of birth),2016,Occupation,Not stated,10,23
Thailand (country of birth),2016,Occupation,Not applicable,11,784
Thailand (country of birth),2016,Personal weekly income - detailed,Negative income,1,20
Thailand (country of birth),2016,Personal weekly income - detailed,Nil income,2,360
Thailand (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,81
Thailand (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,217
Thailand (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,238
Thailand (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,186
